,count,Interventions
1149,1,Biological: Infusion of allogeneic umbilical cord blood|Biological: Infusion of MSCs
1150,1,Procedure: Gingival tissue samples will be harvested
1151,1,Biological: MSC and Tregs
1152,1,Other: Control group|Procedure: UC-MSCs
1153,1,Biological: PNEUMOSTEM|Other: Placebo
1154,1,Drug: Granulocyte Colony-Stimulating Factor
1155,1,Combination Product: CSWT+BMMSCs|Device: CSWT+Sham operation
1156,1,Biological: Generation of inducible pluripotent stem cells
1157,1,Drug: Cardiac Drug|Drug: Placebos
1158,1,Drug: ProTrans: Allogeneic transplantation with WJMSCs|Drug: Placebos
1159,1,Procedure: BMAC/PRP Injection|Procedure: Cortisone Injection
1160,1,Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Aldesleukin|Biological: Individual Patient TCR-Transduced PBL|Drug: Pembrolizumab (KEYTRUDA )
1161,1,Genetic: blood sample
1162,1,Diagnostic Test: Isolation of peritoneal mesothelial cells
1163,1,Biological: Low-dose UC-MSCs|Biological: High-dose UC-MSCs|Drug: Methotrexate
1164,1,Other: Whole Blood Donation
1165,1,Biological: exosomes derived from mesenchymal stem cells (MSC-Exo)
1166,1,Biological: High concentration of Allo-ASC|Biological: Low concentration of Allo-ASC|Drug: Fibrin glue|Drug: Normal saline
1167,1,Procedure: mesenchymal stem cells|Procedure: Pure platelet-rich plasma
1168,1,Drug: 20 million hMSCs|Drug: 40 million hMSCs|Drug: 80 million hMSCs
1169,1,Combination Product: 18F-TFB-PET
1170,1,Biological: SLE group|Biological: LN group|Other: the control group
1171,1,Biological: allo-APZ2-EB
1172,1,Procedure: Surgery
1173,1,Device: Continuous Positive Airway Pressure|Other: Diet And Exercise
1174,1,Combination Product: USPIO labeled MSC injection
1175,1,Other: Blood sample
1176,1,Biological: Infusion of hCT-MSC
1177,1,Procedure: GF+GMSCs carried on β TCP|Procedure: β TCP bone substitute only
1178,1,Procedure: autologous mitochondria transplantation|Combination Product: autologous mitochondria from bone marrow mesenchymal stem cells into oocyte as well as intracytoplasmic sperm injection (ICSI)|Drug: intracytoplasmic sperm injection (ICSI)
1179,1,Procedure: Injection of autologous regenerative cells of adipose tissue
1180,1,Genetic: TYF-ADA gene-modified autologous stem cells
1181,1,Drug: Human Umbilical Cord-derived Mesenchymal stem cell|Drug: placebo
1182,1,Procedure: arthroscopy of the affected knee/ Bone Marrow Concentrate Injection
1183,1,Drug: REcycled CartiLage Auto/Allo IMplantation
1184,1,Device: new quantitative imaging techniques with contast products|Diagnostic Test: blood sample|Diagnostic Test: second generation tests
1185,1,Drug: Mesenchymal stromal cells (MSC)|Drug: Placebo
1186,1,Other: conditioned media of umbilical cord blood-derived stem cells|Other: Placebo
1187,1,Combination Product: EB-CMF
1188,1,Drug: Obinutuzumab 25 MG/ML
1189,1,Genetic: Study of Neurodegenerative Diseases Induced Stem Cells
1190,1,Other: mesenchymal stem cells therapy|Drug: 0.9% sodium chloride
1191,1,Biological: Injection of Umbilical cord derived MSCs
1192,1,Biological: Aldesleukin|Biological: Autologous NY-ESO-1-specific CD8-positive T Lymphocytes|Other: Cellular Therapy|Drug: Melphalan
1193,1,Drug: PEGPH20|Biological: Pembrolizumab
1194,1,Drug: Sildenafil (Phosphodiesterase inhibitors)|Drug: Prednisolone (Steroids)|Procedure: Mesenchymal stem cell transplantation
1195,1,Other: Platelet Rich Fibrin|Other: Platelet Rich Plasma
1196,1,Drug: Transplantation of mesenchymal stem cell|Drug: No Transplantation of Mesenchymal Stem Cell
1197,1,Drug: Transplantation of mesenchymal stem cell|Drug: No transplantation of mesenchymal stem cell
1198,1,Other: tissue engineered group|Procedure: autogenous bone graft group
1199,1,Drug: MSC
1200,1,"Other: Age, Genes, Training, Tickbourne Disease and Endurance"
1201,1,Diagnostic Test: progenitor potential of Gingival Mesenchymal cells
1202,1,Other: Mesenchymal stem cells|Drug: Mycophenolate Mofetil|Other: Placebo of Mesenchymal stem cells|Drug: Placebo of Mycophenolate Mofetil
1203,1,Other: MSC transplantation
1204,1,Biological: Chondrochymal®
1205,1,Biological: Human allogeneic mesenchymal bone marrow derived stem cells
1206,1,Biological: Human Umbilical Cord Derived-Mesenchymal Stem Cells
1207,1,Diagnostic Test: Broncho Alveolar Lavages (BAL)
1208,1,Drug: Autologous Adipose Derived Mesenchymal Stromal Cells
1209,1,Biological: umbilical cord derived mesenchymal stem cells (UCMSCs) suspension|Biological: normal saline
1210,1,Drug: Mesenchymal Stromal Cells-derived Exosomes with KRAS G12D siRNA
1211,1,Biological: Adipose-cord mesenchymal stromal cells (A-MSCs)|Other: Conventional drugs
1212,1,Procedure: Skin biopsy/Urine Collection/Blood Sample Collection
1213,1,Biological: FURESTEM-RA Inj|Other: sterile saline
1214,1,Biological: Stemchymal®
1215,1,Drug: Calcipotriol ointment|Biological: adipose-derived multipotent mesenchymal stem cells
1216,1,Genetic: Genetically engineered T Cell Receptors
1217,1,Biological: MSC administration (intraosseal)
1218,1,Other: Bone marrow analyses
1219,1,Drug: Anthracyclines|Drug: Trastuzumab|Drug: Cisplatin|Drug: Bleomycin
1220,1,Dietary Supplement: Fish oil capsules|Dietary Supplement: High-oleic safflower oil capsules
1221,1,Procedure: mesenchymal stem cell transplantation via peripheral vein|Other: mesenchymal stem cell
1222,1,Drug: Mesenchymal stromal cells|Other: Placebo
1223,1,Biological: YUVA-GT-F801
1224,1,Procedure: Computed tomography
1225,1,Biological: Hematopoetic stem cells
1226,1,Drug: Olmutinib
1227,1,Biological: human umbilical cord mesenchymal stem cells|Biological: placebo
1228,1,Biological: HBV vaccine
1229,1,Biological: Mesenchymal stem cells|Biological: Normal saline
1230,1,Other: 18F-FHBG|Biological: Aldesleukin|Drug: Busulfan|Biological: Cellular Therapy|Procedure: Computed Tomography|Biological: Filgrastim|Drug: Fludarabine|Procedure: Leukapheresis|Drug: Plerixafor|Procedure: Positron Emission Tomography
1231,1,Biological: PRG combined with BMMSCs transplantation
1232,1,Drug: ADSTEM Inj.
1233,1,Biological: Cellavita HD lower dose|Biological: Cellavita HD higher dose|Other: Placebo
1234,1,Biological: allo-APZ2-CVU
1235,1,Biological: ASC enriched lipofilling|Biological: Standard Lipofilling
1236,1,Drug: AZD6094 200 mg|Other: Placebo|Drug: Moxifloxacin
1237,1,Drug: LLP2A-ALENDRONATE|Drug: Placebo
1238,1,Biological: autologous bone marrow mesenchymal stem cells
1239,1,Biological: Stem cell|Device: MSCs
1240,1,Biological: Allogeneic umbilical cord mesenchymal stem cell|Drug: Aspirin Enteric-coated Tablets & Atorvastatin Calcium
1241,1,Biological: MSCTC-0010 Dose Escalation
1242,1,Biological: bone marrow-derived MSC and HRT|Other: hormonal replacement therapy
1243,1,Biological: Umbilical-cord mesenchymal stromal cells (UC-MSCs)|Other: Hyaluronic acid
1244,1,Biological: Autologous micro-fragmented adipose tissue|Device: Lipogems system
1245,1,Drug: Letetresgene autoleucel|Drug: Letetresgene autoleucel with pembrolizumab|Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Pembrolizumab
1246,1,Drug: Low Dose Mesenchymal Stem Cells (MSCs)
1247,1,Procedure: intravitreal injection of MSV
1248,1,Biological: allogenic bone marrow derived mesenchymal stem cells
1249,1,Biological: Allogeneic umbilical cord mesenchymal stem cells (SCLnow 19#)|Drug: conventional treatment
1250,1,Biological: Allogeneic umbilical cord mesenchymal stem cells (SCLnow 19#)|Drug: Aspirin Tablet
1251,1,Drug: Allogeneic umbilical cord mesenchymal stem cells (SCLnow 19#)|Procedure: core decompression
1252,1,Other: Umbilical cord MSCs
1253,1,Procedure: Bronchial biopsy|Procedure: Skin biopsy|Procedure: Blood sample
1254,1,Biological: ALLO-ASC-CD
1255,1,Biological: Allogeneic umbilical cord mesenchymal stem cells|Drug: Decitabine
1256,1,Biological: anti-CD19/22-CAR vector-transduced T cells
1257,1,Genetic: Research genetic tests
1258,1,Biological: 2 million hMSC/kg|Biological: 4 million hMSC/kg|Biological: 6 million hMSC/kg|Biological: placebo
1259,1,Other: Hypoxia marker
1260,1,"Diagnostic Test: hematological examination, ophthalmic examination"
1261,1,Procedure: intrauterine injection|Procedure: intravenous injection|Biological: umbilical cord mesenchymal stem cell|Drug: Normal saline (NS)
1262,1,Biological: Mesenchymal stem cell|Procedure: Rotator cuff repair
1263,1,Combination Product: Expanded autologous bone marrow-derived mesenchymal stem cell
1264,1,Combination Product: adipose-derived mesenchymal stem cells
1265,1,Genetic: Gene-modified autologous stem cells
1266,1,Biological: Intrathecal MSC-NP injection|Other: Intrathecal saline injection
1267,1,Biological: Mesenchymal Stem Cells from adipose|Biological: Hyaluronic Acid
1268,1,Drug: mesenchymal stem cells
1269,1,Drug: mesenchymal stem cells from umbilical cord
1270,1,Drug: Autologous Bone Marrow derived Mesenchymal Stem Cells
1271,1,Biological: Allogeneic Bone Marrow-Derived Human Mesenchymal Stem Cells|Other: Placebo
1272,1,Procedure: HAM and HUMCWJ Injections
1273,1,Biological: ALLO-ASC-DFU|Procedure: Vehicle sheet
1274,1,Drug: transplantation of mesenchymal stem cell|Drug: no transplantation of mesenchymal stem cell
1275,1,Procedure: Intravenous infusion|Procedure: Intrathecal injection|Biological: umbilical cord mesenchymal stem cell
1276,1,Device: Microfragmented Adipose Tissue (Lipogems)|Drug: Corticosteroid injection|Drug: Saline
1277,1,Procedure: blood and FFPE sample collection
1278,1,Diagnostic Test: CSF drawing during spinal anaesthesia|Diagnostic Test: Fasting blood sample|Diagnostic Test: Lumbar puncture
1279,1,Biological: Low dose mesenchymal stem cells|Biological: High dose mesenchymal stem cells|Procedure: Intraarticular injection
1280,1,Biological: exosome
1281,1,Biological: allo-APZ2-PAOD|Drug: Placebo
1282,1,Biological: stem cell transplantation|Procedure: BOLD-fMRI drived DTI scanning
1283,1,Biological: CS10BR05
1284,1,Biological: NurOwn® (MSC-NTF cells)|Other: Placebo|Other: Bone Marrow aspiration
1285,1,Biological: adipose-derived multipotent mesenchymal stem cells
1286,1,Drug: allogeneic human mesenchymal stem cells (allo-hMSCs)|Drug: Placebo
1287,1,Diagnostic Test: Hemodynamic parameters
1288,1,Biological: allo-APZ2-DFU
1289,1,Drug: Autologous Adipose-derived Mesenchymal Stromal Cells
1290,1,Diagnostic Test: Neurocognitive battery|Diagnostic Test: MRI|Biological: Blood tests|Diagnostic Test: EEG with event-related potential (ERP)|Diagnostic Test: Amyloid PET CT
1291,1,Device: Lipogems
1292,1,Biological: Autologous adipose-derived MSCs|Drug: Compound betamethasone
1293,1,Biological: Reolysin|Drug: GM-CSF
1294,1,Biological: Umbilical cord derived Mesenchymal Stem Cells|Other: Supervised physical therapy
1295,1,Drug: UCMSCC|Drug: conventional treatment
1296,1,Biological: Cell-based therapy of autologous adipose derived regenerative cells transplanted intraspinally and intrathecally in ALS patients
1297,1,Biological: Autologous MSCs
1298,1,Genetic: MSCTRAIL|Drug: Placebo
1299,1,"Biological: Autologous, Adipose derived Mesenchymal Stem Cells"
1300,1,Drug: Treatment group|Drug: Control group
1301,1,Dietary Supplement: Fisetin|Drug: Placebo oral capsule
1302,1,Biological: Cultured Mesenchymal Stem Cells|Procedure: Autologous iliac crest graft
1303,1,Drug: MSC Treatment group 1 (low dose)|Drug: MSC Treatment group 2 (high dose)|Other: Healthy Control (no treatment)
1304,1,Diagnostic Test: Genetic analysis for the detection of prostasomes
1305,1,Biological: Xeno-Skin™|Biological: Human Cadaver Allograft
1306,1,Biological: Intravenous Injection of autologous mesenchymal stem cells|Other: Intravenous injection of placebo
1307,1,Biological: Mesenchymal Stem Cells (MSCs)|Other: Placebo Infusion (Plasmalyte A with 0.5% human serum albumin)
1308,1,Combination Product: stem cell transplantation
1309,1,Other: AD-SVF
1310,1,"Biological: Vaccine Group A: DNA-HIV-PT123 and AIDSVAX® B/E (weeks 0,4,24,48)|Biological: Vaccine Group B: DNA-HIV-PT123 and CN54gp140+MPLA-L (weeks 0,4), then MVA and CN54gp140+MPLA-L (weeks 24,48)|Biological: Vaccine Group C: Saline placebo (weeks 0,4,24,48)|Drug: Control PrEP:TDF/FTC once daily (weeks 0-26)|Drug: Experimental PrEP:TAF/FTC once daily (weeks 0-26)"
1311,1,Drug: mesenchymal stem cells (MSCs)
1312,1,Procedure: stereotactic surgery|Biological: hUMSCs|Biological: placebo
1313,1,Biological: Anti-CD30/CD16A Monoclonal Antibody AFM13|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Fludarabine Phosphate|Biological: Genetically Engineered Lymphocyte Therapy
1314,1,Drug: REGN5093
1315,1,Biological: Cord Tissue Mesenchymal Stromal Cells|Other: Placebo Infusion
1316,1,Biological: adipose derived mesenchymal stem cells|Drug: Conventional drug therapy（expectorant，bronchodilator）
1317,1,Biological: human umbilical cord mesenchymal stem cells|Biological: Placebo|Other: standardized treatment
1318,1,Genetic: Genetically engineered NK cells
1319,1,Other: Skin biopsy|Other: Withdraw of blood
1320,1,Biological: human umbilical cord mesenchymal stem cell
1321,1,Drug: Corlicyte
1322,1,Genetic: Allogeneic natural killer (NK) cell
1323,1,Biological: HS-110 (viagenpumatucel-L)|Biological: HS-130
1324,1,Procedure: skin biopsy for the primary fibroblast culture and a 15 ml blood sample (3 unnamed samples of 5ml) in each of the 4 SRT patients included.|Other: Generation of Induced Pluripotent Stem Cells (iPSC) from fibroblasts obtained by skin biopsy|Other: Histone acetylation profiles of cells of SRT patients with CREBBP mutations|Other: Functional involvement of identified epigenetic alterations|Biological: Culture of lymphoblastoid line from blood sample
1325,1,Biological: Allogeneic umbilical cord mesenchymal stem cells
1326,1,Biological: Urinary sample
1327,1,Drug: Semaglutide|Drug: Placebos
1328,1,Biological: PNEUMOSTEM®|Biological: normal saline
1329,1,Drug: ProTrans
1330,1,"Procedure: Cerebrospinal fluid and blood sample collection at the initial diagnostic assessment|Procedure: Cerebrospinal fluid and blood sample collection if conclusions of initial diagnostic assessment are ""Lack of evidence"" according to EANO-ESMO classification|Procedure: Cerebrospinal fluid and blood sample collection if conclusions of initial diagnostic assessment are ""confirmed"", ""probable"" or ""possible"", leading to leptomeningeal metastase specific treatment"
1331,1,Biological: ASTROSTEM
1332,1,Drug: Dupilumab|Drug: Optimized TCS treatment|Procedure: Biopsies|Procedure: Skin prick-test|Procedure: Blood sample collection
1333,1,Other: blood sample
1334,1,Biological: JOINTSTEM|Drug: saline
1335,1,Drug: Teriparatide or human parathyroid hormone (PTH) 1-34|Drug: Cinacalcet|Drug: placebo tablet|Dietary Supplement: Calcium citrate tablet|Dietary Supplement: Vitamin D3
1336,1,Biological: allogeneic umbilical cord-derived mesenchymal stem cells|Biological: Placebo (NaCl)
1337,1,Procedure: Bone Marrow Aspiration|Diagnostic Test: Ultrasound Imaging of Salivary Glands|Other: Salivary Assay|Other: Quality of Life Instruments
1338,1,Drug: PSC-01
1339,1,Biological: Wharton's jelly-derived mesenchymal cells
1340,1,Other: Human umbilical cord-derived mesenchymal stem cells (hUC-MSCs)
1341,1,Device: Zephyr Endobronchial Valve|Biological: Marrow-derived mesenchymal stromal cell
1342,1,Diagnostic Test: CellSearch CTC platform|Diagnostic Test: Parsortix CTC platform
1343,1,Other: Two-day cardiopulmonary exercise test
1344,1,Other: Cord-blood mesenchymal stromal cells
1345,1,Biological: Approximately 100 million cells allogeneic hMSC
1346,1,Biological: BRTX-100|Drug: Saline
1347,1,Drug: Human umbilical cord mesenchymal stem cells
1348,1,Other: exosome
1349,1,Biological: SCM-010
1350,1,Biological: mesenchymal stem cell application
1351,1,Biological: Mesenchymal stem cells|Other: Saline
1352,1,Drug: Teriparatide
1353,1,Biological: Mesenchymal progenitor cells|Biological: No mesenchymal progenitor cells
1354,1,Procedure: Core decompression procedure
1355,1,Biological: Auotologous AMSCs plus autologous PRP|Biological: Auotologous PRP
1356,1,Drug: Umbilical Mesenchymal Stem Cells derived Exosomes
1357,1,Biological: human umbilical cord mesenchymal stem cells|Other: saline
1358,1,Biological: Cellavita-HD
1359,1,Drug: sertraline
1360,1,Biological: SCM-CGH|Other: Placebo
1361,1,Combination Product: ERIPTO Protocol|Biological: BMAC Only
1362,1,Biological: ASC secretome
1363,1,Biological: Wharton's jelly derived mesenchymal stem cell
1364,1,Radiation: Radiation|Drug: Capecitabine-Irinotecan Combination
1365,1,Biological: Microfragmented Adipose Tissue Transplant|Drug: Corticosteroid injection
1366,1,Biological: Inject a solution of stem cell preparation|Biological: Inject stem cells
1367,1,Biological: mesenchymal stem cell conditioned medium-derived pleiotropic factor
1368,1,Biological: epidermal growth factor|Biological: mesenchymal stem cell conditioned medium-derived pleiotropic factor
1369,1,Drug: Individual Patient TCR-Transduced PBL
1370,1,Biological: Recombinant Hepatitis B (Bio Farma) Vaccine|Biological: Recombinant Hepatitis B (Bio Farma) Vaccine®
1371,1,Biological: Low Dose of Mesenchymal stem cell|Biological: High Dose of Mesenchymal stem cell|Drug: Sodium Hyaluronate
1372,1,Biological: mesenchymal stem cells derived from bone marrow (BM-MSCs)
1373,1,Other: Massage
1374,1,Biological: Individual Patient TCR Transduced PBL|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Aldesleukin|Drug: Pembrolizumab
1375,1,Device: Lipogems|Drug: Dexamethasone
1376,1,Biological: ADSTEM Inj.|Other: Placebo
1377,1,Device: ViviGen
1378,1,Other: DASH
1379,1,Drug: Liraglutide+standard-of-care treatment|Other: standard-of-care treatment
1380,1,Biological: Autologous mesenchymal stem cells|Other: Placebo
1381,1,Other: Sample collection
1382,1,Biological: COL7A1-SIN retroviral vector engineered autologous tissue-engineered skin
1383,1,Other: blood draw
1384,1,Procedure: Robotic Radical Prostatectomy
1385,1,Biological: autologous adipose derived stem cells
1386,1,Drug: AGLE 102
1387,1,Biological: human Mesenchymal Stem Cell (MSC) infusion therapy
1388,1,Diagnostic Test: ctDNA and Exosome Combined Detection
1389,1,Behavioral: Time-restricted feeding (TRF) with dietary counseling
1390,1,Biological: Pooled mesenchymal stem cell|Other: Standard treatment according to the Clinical protocols
1391,1,Biological: Auotologous BMSCs plus autologous PRP|Biological: Auotologous PRP
1392,1,Biological: Quadrivalent Recombinant Influenza Vaccine|Biological: Quadrivalent Inactivated Influenza Vaccine
1393,1,Drug: Autologous ASC (for Adipose-derived Stem/Stroma Cell)
1394,1,Biological: Bone Marrow Derived MSCs|Biological: Adipose-derived MSCs|Biological: Umbilical Cord Tissue (UCT) MSCs|Drug: Corticosteroid injection
1395,1,Other: intramedullary nail fixation with bone marrow concentration|Other: intramedullary nail fixation
1396,1,Biological: MNC|Biological: MSC|Procedure: Control
1397,1,Combination Product: PeriCord: Expanded and cryopreserved allogeneic umbilical cord Wharton´s jelly-derived adult mesenchymal stem cells colonized on human pericardial matrix.|Procedure: Surgery by sternotomy
1398,1,Biological: Blood samples
1399,1,Drug: Hyaluronic Acid|Biological: Umbilical Cord Mesenchymal Stem Cell|Biological: Recombinant Human Somatropin
1400,1,Biological: umbilical cord derived-mesenchymal stromal cells
1401,1,Diagnostic Test: PD1/PD-L1 exosomal expression
1402,1,Biological: hucMSCs
1403,1,Biological: Human Mesenchymal Stromal Cells|Biological: Cell Reconstitution Media
1404,1,Other: arthroscopic repair with bone marrow concentration|Other: arthroscopic repair
1405,1,Procedure: Endoscopic ultrasound-guided protal venous blood sampling
1406,1,Drug: Intrathecal MSC-NP injection
1407,1,Drug: 18F- DCFPyL PET/CT
1408,1,Biological: Peripheral iv
1409,1,Drug: Suspension of human autologous MSC 3P in 1.5 ml
1410,1,Biological: Suspension of human autologous MSC 3P in 1.5 ml
1411,1,Biological: hUC-MSC suspension|Biological: Placebo
1412,1,Diagnostic Test: collect samples
1413,1,Other: Transforaminal lumbar interbody fusion with local bone graft and intraoperative bone marrow concentration|Other: Transforaminal lumbar interbody fusion with local bone graft
1414,1,Drug: sargramostim
1415,1,Other: bone marrow harvest
1416,1,Genetic: Sequencing of miRNA/lncRNA
1417,1,Other: Electrocardiogram|Other: physical examination|Other: echocardiography|Biological: blood test
1418,1,Drug: GSK3377794|Drug: Pembrolizumab|Drug: Fludarabine|Drug: Cyclophosphamide
1419,1,Drug: Erythropoietin|Drug: Placebo
1420,1,Procedure: Optical Coherence Tomography|Procedure: Therapeutic Conventional Surgery|Diagnostic Test: Laboratory Evaluation
1421,1,Drug: umbilical cord mesenchymal stem cells combined with collagen scaffold
1422,1,Procedure: Mesenchymal Stem Cell injection
1423,1,Diagnostic Test: Biopsy tissue analysis|Diagnostic Test: Saliva analysis
1424,1,Combination Product: 68Ga-DOTATATE PET/CT
1425,1,Biological: mesenchymal cells
1426,1,Biological: Subchondral and intra-articular injection of BMC
1427,1,Biological: Clazakizumab|Drug: Physiologic saline solution
1428,1,Dietary Supplement: Antioxidative supplementation
1429,1,Diagnostic Test: Bronchoscopy|Diagnostic Test: Blood test
1430,1,Biological: ALLO-ASC-DFU|Procedure: Hydrogel SHEET(Vehicle control)
1431,1,Biological: SUPERCELL GLUE|Biological: PRFM ALONE
1432,1,Combination Product: Mesenchymal stem cells associated with biomaterials|Combination Product: Iliac crest autogenous bone graft
1433,1,Drug: Transplantation of hUC-MSCs|Drug: No transplantation of hUC-MSCs
1434,1,Other: Core decompression surgery with bone marrow concentration|Other: Core decompression surgery
1435,1,Biological: Cellgram™ (Bone marrow-derived MSCs)
1436,1,Drug: Suspension of human autologous MSC 3P
1437,1,Biological: hESC derived MSC like cell
1438,1,Biological: SVF Containg Autologous Non Expanded ADSC
1439,1,Biological: BMAC
1440,1,Biological: Stem cells from human exfoliated teeth
1441,1,Biological: MSC treatment|Drug: Standard of Care|Drug: Placebo
1442,1,Biological: Recombinant Hepatitis B vaccine|Biological: Recombinant Hepatitis B (Bio Farma)
1443,1,Biological: Infusion of adipose tissue-derived stem/stromal cells and oral Cholecalciferol supplementation
1444,1,Biological: Human Allogeneic Mesenchymal Bone Marrow Cells (aMBMC)|Other: Placebo
1445,1,Biological: Allogeneic Bone Marrow Derived Mesenchymal Stem Cells (BMD-MSCs)
1446,1,Other: no Intervention
1447,1,Drug: GXCPC1|Device: HA
1448,1,Biological: Autologous adipose-derived mesenchymal stem/stromal cells (MSC) Lower Dose|Biological: Autologous adipose-derived mesenchymal stem/stromal cells (MSC) Higher Dose
1449,1,Biological: BM-MNC and UC-MSC|Other: Control
1450,1,Biological: umbilical cord-derived mesenchymal stem cell|Other: Comprehensive treatment
1451,1,Other: Autologous Adipose-derived Mesenchymal Stem Cell Gel|Drug: Sodium Hyaluronate|Procedure: Extraction of abdominal fat
1452,1,Drug: Autologous adipose-derived mesenchymal stem cells|Procedure: abdominal liposuction
1453,1,Diagnostic Test: Blood test: ClarityDX Prostate
1454,1,"Drug: Neoadjuvant chemotherapy with PSOX regimen.|Other: Detect the imaging data and levels of CTC, ctDNA, cfDNA, CEA, CA19-9, CA72-4 in plasma.|Other: Detect the tumor related DNA in pathological tissues after operation.|Other: Follow-up of DFS and OS in patients with gastric cancer after operation."
1455,1,Biological: YUVA-GT-F901
1456,1,"Drug: Letetresgene autoleucel (lete-cel, GSK3377794)|Drug: Fludarabine|Drug: Cyclophosphamide"
1457,1,Biological: Allogenic stromal mesenchymal cells derived from the umbilical cord|Procedure: Debridement and microfracture
1458,1,Biological: UC-MSC|Biological: Control Group
1459,1,Other: taking of cutaneous cells
1460,1,Biological: Oncolytic Adenovirus Ad5-DNX-2401|Procedure: Therapeutic Conventional Surgery
1461,1,Drug: FT500|Drug: Nivolumab|Drug: Pembrolizumab|Drug: Atezolizumab|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: IL-2
1462,1,Drug: Belimumab|Drug: Rituximab|Other: Placebo Subcutaneous Injection|Other: Placebo Infusion|Drug: MMF
1463,1,Biological: Umbilical cord derived mesenchymal stem cell|Other: Placebo
1464,1,Drug: Cyclophosphamide|Biological: Fludarabine|Drug: Thiotepa|Drug: Melphalan|Biological: G-csf|Drug: Mesna|Device: CliniMACS|Biological: ATG (rabbit)|Drug: Blinatumomab|Biological: TCRα/β+|Biological: CD19+|Biological: CD45RA-depleted DLI
1465,1,Drug: Engerix-B
1466,1,Genetic: Intervention on primary cultured cells
1467,1,Biological: UNEX-42|Biological: Phosphate-buffered saline
1468,1,Biological: allo-APZ2-ACLF
1469,1,Biological: Application of allogeneic ADSC stem cells in fibrin gel|Procedure: Standard care in diabetic foot ulcer
1470,1,Biological: Intraarticular injection of WJMSC
1471,1,Biological: Intra-articular injection of ADMSC
1472,1,Drug: transplantation of hUC-MSCs
1473,1,Diagnostic Test: Blood Draw
1474,1,Biological: Allogeneic adipose derived stem/stromal cells
1475,1,Biological: Autologous adipose-derived mesenchymal stem/stromal cells|Other: Placebo
1476,1,Genetic: Cell therapy
1477,1,Drug: Adipose tissue-derived mesenchymal stem cells
1478,1,Procedure: Laser therapy|Biological: Autologous ADSC injection|Procedure: Normal saline injection
1479,1,Biological: NV1020
1480,0,
