,count,Outcome Measures
1434,1,Exploratory assay development
1435,1,Expanded Disability Status Scale (EDSS) Plus|Multiple sclerosis functional composite (MSFC)|Bladder function
1436,1,Change in inflammatory markers including C-reactive protein|Effect on Mesenchymal stem cell function including cell migration|Effect on measures of Frailty including Fried Criteria|Kidney function including estimated glomerular filtration rate|Kidney function including urine protein excretion rate|Number of participants with treatment-related adverse events including hospitalization
1437,1,Bone consolidation|Radiological Bone consolidation|Level of Pain|Complications|Health status
1438,1,Isolation and Expansion of Mesenchymal Stem Cells|Safety and Efficacy Assessment Pre and Post Treatment|Motor Functions Assessments|Measuring Non-motor outcomes to assess treatment efficacy.|Biological Assessments
1439,1,Effect of mesenchymal stem cells therapy on the percentage of regulatory T cells
1440,1,BOLD-fMRI drived DTI scanning|FIM|NIHSS|Motor evoked potential
1441,1,Change in Western Ontario and McMaster Universities Arthritis Index (WOMAC) over 3 months|Change in pain during sit-to-stand over 3 months|Change in pain during supine to upright over 3 months|Change in pain during ascent/decent stairs over 3 months
1442,1,Percent change from baseline to week 12 in total wound size of the target leg|Assessment of adverse event (AE) occurrence|Time to total healing of all relevant ulcers at target leg|Percent change in total wound size of the target leg|Absolute change in total wound size of the target leg|Ankle-brachial index (ABI) of target leg;|Number of amputated toes at target leg|Time to major amputation at target leg until week 12;|Assessment of epithelialization in % of wound area of all relevant ulcers of the target leg|Assessment of further wound healing parameters: formation of granulation tissue in % of wound area and wound exudation of all relevant ulcers of the target leg|Assessment of quality of life (QoL) using the short form 36 (SF-36) questionnaire|Pain assessment as per numerical rating scale (NRS).|Physical examination at week 12;|Vital signs: Body temperature at week 12;|Vital signs: Blood pressure at week 12;|Vital signs: Heart rate at week 12;|Assessment of Laboratory values (Hematology) at Week 12:|Assessment of Laboratory values (Clinical chemistry) at Week 12|Time to major amputation
1443,1,Insulin dose|Adverse events|Hemoglobin A1c (HbA1c) level
1444,1,"Serum levels of follicle-stimulating hormone (FSH), Anti-Mullerian Hormone (AMH) and estradiol (E2) for female and testosterone level for male"
1445,1,Safety in patients using CTCAE version 4.0 standard to evaluate the level of adverse events|Treatment responses|Quality of life
1446,1,Incidence of adverse events related to intranasal MSC treatment (safety and tolerability) in the acute setting.|Incidence of adverse events related to intranasal MSC treatment (safety and tolerability) in the subacute/long-term setting
1447,1,Incidence of acute adverse events|Incidence of delayed adverse events|Severity of adverse events|Relationship of adverse events to study drug|Incidence of serious adverse events (SAE)|Change in sensory and motor function following completion of treatment as measured by the American Spinal Injury Association (ASIA) Impairment Scale (AIS)|Change in sensory and motor function following completion of treatment as measured by motor evoked potentials (MEP)|Change in sensory and motor function following completion of treatment as measured by Somatosensory Evoked Potentials (SSEPs)|Number of subjects who develop a new pathologic mass at the spinal cord area of injection or anywhere along the spinal cord.|Change in number of red blood cells following treatment|Change in white blood cells with differential following treatment|Change in number of platelets following treatment|Change in Serum C-Reactive Protein (CRP)|Change in Erythrocyte Sedimentation Rate (ESR)|Change in Blood Urea Nitrogen (BUN)|Change in Creatinine|Change in Sodium|Change in Potassium|Change in Chloride|Change in Aspartate Aminotransferase (AST)|Change in Glucose|Change in Carbon Dioxide
1448,1,Unexplained local and systemic symptoms or death|VAS score|WOMAC score
1449,1,To evaluate the occurrence of clinical adverse event (tolerance) to intracavernous injection of autologous MSC in patients 18 to 50 years of age with complicated type 1 diabetes mellitus with erectile dysfunction refractory to oral treatment.|Evaluation of the efficacy of autologous MSC intracavernous injections at different doses with evaluation of the clinical score IIEF-5 (International Index of Erectile Function-5)|Evaluation of the efficacy of autologous MSC intracavernous injections at different doses with evaluation of the EHS score|Evaluation of the efficacy of autologous MSC intracavernous injections at different doses with evaluation of arterial insufficiency|Evaluation of the efficacy of autologous MSC intracavernous injections at different doses with evaluation of venous insufficiency (venous leakage)|Evaluation of the feasibility of the autologous MSC intracavernous injection protocol by the number of bone marrow extraction|Evaluation of the feasibility of the autologous MSC intracavernous injection protocol by the quality of the bone marrow samples|Evaluation of the feasibility of the autologous MSC intracavernous injection protocol by the quality of the cell culture of the marrow of diabetic patients|Evaluation of the feasibility of the autologous MSC intracavernous injection protocol by the cell transport delay (between preparation and injection)|Evaluation of the feasibility of the autologous MSC intracavernous injection protocol by the patient recruitment rate calculated by the ratio between the number of participants and the number of eligible patients|Evaluation of the feasibility of the autologous MSC intracavernous injection protocol by the Injection rate actually achieved
1450,1,MRI integrity|American Shoulder and Elbow Surgeons Standardized Shoulder Assessment Form (ASES)|University at California at Los Angeles Shouder Rating Scale (UCLA)|Visual Analog Scale for Pain (VAS)
1451,1,"The reduction in days on mechanical ventilation, or renal replacement therapy, or vasopressors.|Incidence of treatment-emergent adverse events (Safety and tolerability)|Biological endpoints as markers of vascular permeability|Mortality|Organ Failure Scores|Organ Support Measures|Length of ICU Stay (in days)|Length of Hospital Stay (in days)|Hospital Re-Admissions|Patient Reported Outcomes-FIM|Patient Reported Outcomes-SF 36"
1452,1,Proportions of subjects who achieved complete wound closure|Time taken to complete wound closure between the two groups|Proportions of subjects who achieved complete wound closure by the classification of Wagner Grade between the two groups|Change rates in wound size and depth compared to baseline between the two groups|Proportions of subjects who achieved complete wound closure at every visit by the classification of ulcer locations
1453,1,Occurrence of adverse events|Changes in neurological function test
1454,1,death|Bayley Scales of Infant Development
1455,1,Scale for the assessment anf rating of ataxia (SARA)|Image examinations|Inventory of Non-Ataxia Symptoms (INAS) score|Cerebrospinal fluid (csf) routine
1456,1,Change in Visual Analog Pain Scale (VAS) Over Time|Change in Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Over Time|Change in Knee Injury and Osteoarthritis Outcomes Score (KOOS) Over Time
1457,1,Progression free survival (PFS)|Overall survival (OS)
1458,1,serum creatinine|glomerular filtration rate|apparent relaxation rate
1459,1,Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Evaluation of the efficacy of the injected cells (Change from Baseline in partial mayo score)
1460,1,Safety profile of ADR-001 including the incidence of adverse events (Phase 1)|Improvement rate of Child-Pugh score (Phase 2)|Change of liver function evaluated by Child-Pugh score (Phase 1)|Improvement rate of Child-Pugh score (Phase 1)|Improvement rate of Child-Pugh grade (Phase 1)|Change of liver function evaluated by Child-Pugh score (Phase 2)|Improvement rate of Child-Pugh grade (Phase 2)|Safety profile of ADR-001 including the incidence of adverse events (Phase 2)
1461,1,Change of hemodynamic parameters (heart contractility: CFI)|Change of hemodynamic parameters (preload: GEDI)|Change of hemodynamic parameters (afterload: SVRI)|Change of hemodynamic parameters (fluid responsiveness: SVV)|Change of hemodynamic parameters (lung water: ELWI)|Change of hemodynamic parameters (lung permeability: PVPI)|Autophagy biomarkers in exosomes: LC3II (Western blots)|Autophagy biomarkers in exosomes: LC3II (NTA)|Autophagy modifiers in exosomes: mTOR (Western blots)|Autophagy modifiers in exosomes: mTOR (NTA)|Autophagy modifiers in exosomes: HSP70 (Western blots)|Autophagy modifiers in exosomes: HSP70 (NTA)|Autophagy modifiers in exosomes: sequestosome 1 (Western blots)|Autophagy modifiers in exosomes: sequestosome 1 (NTA)|Exosomes marker: CD9 (Western blots)|Exosomes marker: CD9 (NTA)|ICU mortality|28-day mortality|Hospital mortality|Length of stay in ICU|Length of stay in hospital
1462,1,Percentage of wound size reduction|Assessment of adverse event (AE) occurrence|Absolute wound size reduction|Proportion of patients achieving complete wound closure|Time to first complete wound closure|Proportion of patients achieving 30% wound closure|Time to first 30% wound closure|Epithelialization|Assessment of further wound healing parameters: formation of granulation tissue and wound exudation|Pain assessment as per numerical rating scale (NRS)|Assessment of quality of life (QoL) using the short form 36 (SF-36) questionnaire|Assessment of dermatology-specific quality of life based on the Dermatology Life Quality Index (DLQI) questionnaire|Physical examination and vital signs at Week 6.1 and Week 12
1463,1,Change in volume over time after breast augmentation|Change in cosmetic facial appearance over time after facial filling
1464,1,"Effect of AZD6094 at single therapeutic dose (600 mg) on ventricular repolarization by analysis of change from baseline-corrected QT|Effect of AZD6094 at therapeutic dose (600 mg) on additional time-matched ECG variables|Effect of moxifloxacin 400 mg on Fridericia-corrected QT interval (QTcF) compared to placebo.|Area under the plasma concentration-curve from time zero to the time of last quantifiable analyte concentration (AUC(0-∞)) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Area under the plasma concentration-time curve from time zero to t hours after dosing (AUC(0-t)) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Observed maximum concentration (Cmax) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Time to reach maximum concentration (tmax) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Lag-time (tlag - from the individual concentration-time curve) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Terminal rate constant (λz) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Terminal half-life (t½) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Apparent clearance for parent drug estimated as dose divided by AUC (CL/F) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Apparent volume of distribution for parent drug at terminal phase (Vz/F, extravascular administration) assessment for AZD6094, its metabolites (M2 and M3) and moxifloxacin|Assessment of relationship between the plasma concentration of AZD6094 and moxifloxacin and ECG variables, including baseline-adjusted and placebo-subtracted QTc interval.|Number of participants with adverse events (AEs) of AZD6094|Systolic blood pressure [SBP]|Diastolic blood pressure [DBP]|Pulse rate|Twelve-lead (12-Lead) electrocardiograms (ECGs)|Physical examination|Laboratory assessments of Hematology|Laboratory assessments of Clinical chemistry|Laboratory assessments of urinalysis|Effect of AZD6094 at therapeutic dose (600 mg) on time-matched ECG variable - heart rate (HR)"
1465,1,complete healing|Rate of healing|rate of ulcer recurrence
1466,1,Detectable pimonidazole staining
1467,1,Patient satisfaction (Patient Assessment Scar Scale)|Doctor satisfaction (Vancouver Scar Scale)
1468,1,exosomal miRNAs in serum samples
1469,1,"Dose-Limiting Toxicity and Maximum Tolerated Dose of CS10BR05 Inj.|Adverse events, frequency and rate of vitals sign, laboratory test, physical examination, ECG, etc.|Unified Multiple System Atrophy Rating Scale(UMSARS)"
1470,1,Incidence of adverse events (AEs) related to intervention|Incidence of serious adverse events (SAEs) related to intervention|Improvement rate of PASI(Psoriasis Area and Severity Index)|PASI(Psoriasis Area and Severity Index)|PASI-50|PASI-75|Pruritus Scores on the Visual Analogue Scale|BSA|DLQI（Dermatology Life Quality Index）
1471,1,Incident of treatment emergent-serious adverse events|Change in serum concentrations of high sensitivity C-reactive protein.|Change in serum concentrations of inflammatory biomarkers|Change in depressive symptoms as assessed by MADRS|Change in Depressive symptoms as assessed by CGI|Change in quantity of alcohol use as assessed by TLFB|Change in frequency of alcohol use as assessed by TLFB|Change in Anhedonia as measured by SHAPS|Change in cravings as assessed by AUQ|Change in cravings as assessed by OCDS|Change in cognition as assessed by BAC-A|Change in functioning as assessed by UPSA-B|Change in functioning as assessed by GAF|Change in quality of life as assessed by QOLI
1472,1,"Percentage of wound surface area reduction|Assessment of adverse event (AE) occurrence|Percentage of invisible and visible wound surface area reduction|Absolute wound surface area reduction|Absolute invisible and visible wound surface area reduction|Assessment of wound infection|Time to first complete wound closure|Proportion of patients achieving complete wound closure|Time to first 30% reduction of wound surface area|Proportion of patients achieving 30% reduction of wound surface area|Assessment of wound exudation, epithelialization and formation of granulation tissue|Time to amputation at target leg until Week 12|Pain assessment as per numerical rating scale (NRS)|Assessment of Quality of life (QoL) using the short form 36 (SF-36) questionnaire|Assessment of Dermatology-specific QoL based on the Dermatology Life Quality Index (DLQI) questionnaire|Physical examination and vital signs|Time to amputation of target leg until month 12"
1473,1,Determination of recommended Phase II dose (RP2D) of MSCTRAIL in combination of cisplatin and pemetrexed treatment (Phase 1)|Tumour response rate (Phase 2)|Frequency of adverse events (Phase 1 & 2)|Best Overall response (Phase 1&2)|Progression free survival (Phase 1 & 2)|Overall survival (Phase 2)
1474,1,Number of Adverse Events|Change in slope of ALS Functional Rating Scale - Revised (ALSFRS-R)
1475,1,Cognitive decline|Functional decline|Neuropsychiatric decline|Quality of life decline|Change in cognitive impairment status
1476,1,Healing time|Safety: All types of adverse events will be collected|Incidence of relapse|Pain assessed using the Visual Analogue Scale (VAS) for pain|Total time of hospitalization|Total time of immobility|Quality of Life using the Short Form 36 (SF-36) questionnaire
1477,1,"Change from baseline in Visual Analog Scale(VAS) at 3, 6 and 12 weeks|Change from baseline in Constant-Murley Score(CMS) at 3, 6 and 12 weeks,|American Shoulder and Elbow Surgeons (ASES) Shoulder Score|The Disabilities of the Arm, Shoulder and Hand(DASH) Score|Adverse events"
1478,1,To evaluate the efficacy and safety of NurOwn® (autologous MSC-NTF cells) as compared to placebo as measured by the amyotrophic lateral sclerosis functional rating scale (ALSFRS-R)|Biomarkers
1479,1,"Comparison between treatment groups of reovirus tumour infiltration by immunohistochemistry (IHC)|Comparison between treatment groups of reovirus tumour replication, as assessed by qRT-PCR|Comparison between treatment groups of neutralising antibody development development and cell-mediated immune response|Comparison between treatment groups of cell-mediated immune response"
1480,1,Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Evaluation of the preliminary efficacy of the injection on kidney's Estimated Glomerular filtration rate|Evaluation of the preliminary efficacy of the injection on kidney's protein to creatinine ratio
1481,1,life quality score|adverse events
1482,1,Functional progression rate|Electrophisiological progression rate
1483,1,Safety and tolerability of EPIC2016-MSC003 based upon dose limiting toxicities (DLTs)|Primary graft rejection|Late graft rejection|Time to neutrophil engraftment|Time to platelet engraftment|Lineage specific donor chimerism|Immune reconstitution|Acute GVHD|Chronic GVHD|Transplant-related mortality (TRM)|Event-free survival (EFS)|Overall survival (OS)
1484,1,Number of participants with treatment-related adverse events|Bone regeneration as assessed by high-resolution CT scans|Quality of life as measured by the Glasgow Benefit Inventory
1485,1,Best Overall Response (BOR)|Progression Free Survival (PFS)|Overall Survival (OS)|Overall Response Rate (ORR)
1486,1,Study of Neurodegenerative Diseases Induced Stem Cells (iPS) in Patients and Healthy Family Controls.
1487,1,number of patients with BPD after instillation mesenchymal stem cells
1488,1,Number of study participants with treatment related adverse events (TEAES) and serious adverse events (SAEs) from baseline through Week 104.|Visual Analogue Scale for Pain Assessment - Changes from Baseline in pain as assessed with the VAS score through Week 52|Oswestry Disability Index for Functional Assessment -- Changes from Baseline in function as assessed with the Oswestry Disability Index through Week 52.
1489,1,Incidence of Adverse Events|Changes in KOOS Measurement
1490,1,Number of patients (with clear cell kidney cancer) with CD9+ and CA9+ exosomes by electron microscopy technique|Percentage of CD9+ /CA9+ exosomes by electron microscopy technique (%) for patients with clear cell kidney cancer|Percentage of CD9+ /CA9+ exosomes by electron microscopy technique (%) for control patients|Percentage of CD9+ /CA9+ exosomes by flow cytometry (%) for patients with clear cell kidney cancer|Percentage of CD9+ /CA9+ exosomes by flow cytometry (%) for control patients|Percentage of CD9+ /CA9+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for control patients|Percentage of CD9+ /CA9+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for patients with clear cell kidney cancer|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by electron microscopy technique (%) for patients with clear cell kidney cancer|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by electron microscopy technique (%) for control patients|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by flow cytometry (%) for patients with clear cell kidney cancer|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by flow cytometry (%) for control patients|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for patients with clear cell kidney cancer|Percentage of CD9+/CD63+/CD81+/CA9+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for control patients|Percentage of CD9+/VGEFR2+ exosomes by electron microscopy technique (%) for patients with clear cell kidney cancer|Percentage of CD9+/VGEFR2+ exosomes by electron microscopy technique (%) for control patients|Percentage of CD9+/VGEFR2+ exosomes by flow cytometry (%) for patients with clear cell kidney cancer|Percentage of CD9+/VGEFR2+ exosomes by flow cytometry (%) for control patients|Percentage of CD9+/VGEFR2+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for patients with clear cell kidney cancer|Percentage of CD9+/VGEFR2+ exosomes by Reverse Transcription quantitative Polymerase Chain Reaction (RT-qPCR) (%) for control patients
1491,1,"Change in Pulmonary Vascular Resistance from Baseline|Change from Baseline in Participant Quality of Life Using the SF-36|Change in Plasma NT-pro-BNP levels|Change in the IL-1β, IL-6, PGE-2, TGF-β, TNF-α and IGF-1 (ng/ul)|Incidence of Treatment Adverse|Change in Six Minute Walk distance"
1492,1,Incidence of Treatment emergent adverse event (TEAE) as presented by MedDRA coding system|Incidence of Serious adverse event (SAE) as presented by MedDRA coding system|Incidence of Suspected and unexpected serious adverse reaction (SUSAR) as presented by MedDRA coding system|New York Heart Association (NYHA) Classification|Incidence of major adverse cardiovascular events (MACE)|Serum level of amino-terminal pro-brain natriuretic peptide (NT pro-BNP)|Pulmonary function test|12-lead ECG Test|Cardiac MRI (cMRI) for baseline and efficacy evaluation
1493,1,12 month Change in C-peptide area under the curve after a 2-hour MMTT|6 Month Change in C-Peptide area under the curve after a 2-hour MMTT|6 Month peak C-peptide after a 2-hour MMTT|1 year peak C-peptide after a 2-hour MMTT|Change in 24-hour insulin dose per kilogram between baseline and 1 year measurements
1494,1,Adverse events and serious adverse events|The proportion of patients win from oxygen|The lung fibrosis
1495,1,Glucose|Calcium|Albumin|Total Protein|Sodium|Total carbon dioxide|Potassium|Chloride|BUN|Creatinine|Alkaline phosphatase|Alanine aminotransferase|Aspartate aminotransferase|Total Bilirubin|White blood cell|Red blood cell|Hemoglobin|Hematocrit|Mean corpuscular volume|Mean corpuscular hemoglobin|Mean corpuscular hemoglobin concentration|Red cell distribution width|Neutrophils|Lymphs|Monocytes|Eos|Basos|Absolute Neutrophils|Absolute Lymphs|Absolute monocytes|Absolute Eos|Absolute Basos|Immature Granulocytes|Absolute Immature Granulocytes|Platelets|Prothrombin Time|INR|Urine Pregnancy|Whole brain MRI|PET/DT-MRI|Glasgow Outcome Score|Galveston Orientation and Amnesia Test|Rivermead Post-Concussion Symptoms Questionnaire|Automated Neuropsychological Assessment Metrics|Verbal Selective Reminding Test|Verbal Fluency Test|Stroop|Interleukin 1-alpha|Interleukin 4|Tumor necrosis factor alpha|Interleukin 6|Interleukin 10
1496,1,Adverse Event Reporting|Headache Diary|Headache Impact Test (HIT-6)
1497,1,Incident HIV infection|A clinical decision to discontinue the vaccine regimen for an adverse event that is considered related to product|A clinical decision to discontinue PrEP regimen for an adverse event that is considered related to product|Grade 3 and worse solicited clinical and laboratory adverse events|Discontinuation or interruption of vaccine regimen|Discontinuation or interruption of PrEP|Serious adverse events|Other clinical and laboratory adverse events|Binding antibodies|Resistance mutations to tenofovir and emtricitabine|Number of PrEP pills missed|Tenofovir level in urine|Tenofovir level in red blood cells|Number of PrEP Pills dispensed
1498,1,Safety and Feasibility: Number Of Adverse Events|Radiographic Healing|Clinical Healing
1499,1,"Frequency of dose limiting adverse events|Modified Rankin Scale (mRS) to measure the prognosis|National institute of Health Stroke Scale (NIHSS) to measure stroke recovery|Barthel Index (BI) to evaluate the self-care ability|Rate of muscle strength level of the hemiplegic limb|Mortality rate|Change in Glasgow coma scale (GCS) score|Change in Glasgow outcome scale (GOS) score|MRI (T1, T2, Flair, DWI) scanning"
1500,1,Incidence of adverse events|Overall survival|Event-free survival|Overall response rate (ORR)|Complete response (CR) rate|Partial response (PR) rate|Duration of response|Persistence of infused donor AFM13-NK cells|Immune reconstitution studies
1501,1,Number of patients with Dose Limiting Toxicities|Incidence and severity of treatment-emergent adverse events|Incidence and severity of adverse events of special interest (AESIs)|Incidence and severity of serious adverse events (SAEs)|Incidence and severity of grade ≥3 laboratory abnormalities|REGN5093 concentrations in serum over time|Objective response rate (ORR) per RECIST 1.1|ORR per RECIST 1.1|Incidence and severity of TEAEs|Incidence and severity of AESIs|Incidence and severity of SAEs|REGN5093 Pharmacokinetics (PK)|Duration of response (DOR) per RECIST 1.1.|Disease control rate (DCR) per RECIST 1.1.|Progression free survival (PFS) per RECIST 1.1.|Overall survival (OS)|Immunogenicity as measured by Anti-drug antibodies (ADA) to REGN5093
1502,1,Number of participants with treatment-related adverse events as assessed by CTCAE v5.0|Change from baseline number of hypoglycemic Unawareness episodes at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Change from Baseline Fasting Blood Sugar (FBS) at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Change from Baseline C-peptide at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Change from Baseline HbA1C at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Change from Baseline 2-hour postprandial blood glucose at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Change from Baseline daily dose of exogenous insulin injected by patients (IU/kg/day) at 12 Months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Change from baseline Lability Index (LI) at 12 Months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Change from Baseline SF-36 Quality of life (QOL) questionnaire score at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Change from Baseline Diabetes Specific Quality of life (DQOL) questionnaire score at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Changes from baseline Autoantibodies levels in patients' blood at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells|Changes from baseline serum cytokines levels in patients' blood at 12 months after intravenous transplantation of autologous bone marrow derived Mesenchymal Stem Cells
1503,1,Isolation of Exosomes as a stable source of nucleic acid as an early Detection Method to diagnose Melanoma.
1504,1,Change on the Socialization and Communication Subscale Standard Scores on the Vineland Behavior Scales|Change in VABS-3 Socialization Standard Score|Change in VABS-3 Communication Standard Score|Change in CGI-Severity score|CGI-Intervention score|Change in the Pediatric Quality of Life Scale
1505,1,adverse events|the National Institutes of Health Stroke Scale (NIHSS) of 3 months|the Barthel index (BI) of 3 months
1506,1,"Overall Survival (OS) post-infusion|Incidence of LTFU adverse events (AEs), including serious adverse events (SAEs) associated with administration of Fate Therapeutics genetically modified NK cell product that have been genetically modified by lentiviral vectors."
1507,1,Generation of patient-specific induced pluripotent stem cells and then differentiate them into neural cells.
1508,1,The incidence and frequency of adverse events related to administration of UMC119-06.|Changes in Modified Rankin Score (mRS)|Changes in National Institute of Health Stroke Scale (NIHSS)|Changes in Barthel Index (BI)|Changes in Brain MRI
1509,1,Validity evaluation by detection the change of the VAS pain score relief rate for Lumbar disc pain of participants in different time point and compare with the VAS pain score before treatment|Observe treatment|Safety evaluation by detecting adverse events and serious adverse events|Safety evaluation by detecting Activated partial thromboplastin time (APTT)|Safety evaluation by detecting Prothrombin time (PT)|Safety evaluation by detecting Fibrinogen|Safety evaluation by detecting Thrombin time (TT)
1510,1,SAE|Antibodies to HLA Class I - number and percent|Antibodies to HLA Class I - Time To Development|Increase Ulcer Size|Adverse Reaction|Suspected Adverse Reaction|Suspected Serious Adverse Reaction|Change in A1c
1511,1,Number of Incidence of any Treatment-Emergent Serious Adverse Events (TE-SAEs)|Cognitive function over time as assessed by the Alzheimer's Disease Assessment Scale - Cognitive (ADAS-Cog 11)|Cognitive function over time as assessed by the Mini Mental State Examination (MMSE) of Folstein test|Depressive symptoms over time as assessed by the Geriatric Depression Scale (GDS) Short Version|Participant quality of life over time assessed via Alzheimer's Disease Related Quality of Life (ADRQL-40) Questionnaire as completed by the caregiver|Participant quality of life over time as assessed via the Alzheimer's Disease Cooperative Study Activities of Daily Living (ADCS-ADL) Questionnaire as completed by the caregiver|Neuropsychiatric Inventory-Q (NPI-Q) Scores over time|Caregiver's Quality of life over time as assessed by the Caregiver Self-Assessment Questionnaire scores|Biomarker levels over time|Serum ApoE level over time|Serum PRA level over time|Serum Tau protein level over time|Cerebrospinal Fluid (CSF) Biomarker levels over time|CSF ApoE level over time|CSF PRA level over time|CSF Tau protein level over time|Change in hippocampal volume
1512,1,"Change of total score in WOMAC (Western Ontario and McMaster University Osteoarthritis Index) compared to baseline at 6 months after treatment|Change of score in WOMAC three subscales (Pain, stiffness, physical function)compared to baseline at 6 months after treatment|Change of score in 100 mm VAS (Visual Analogue Scale) compared to baseline|Change of score in IKDC(International Knee Documentation Committee)compared to baseline|Change of score in WORMS(Whole-Organ Magnetic Resonance iMaging Score) compared to baseline at 6 months after treatment|Change in K&L(Kellgren-Lawrence) grade compared to the baseline at 3 months and 6 months after treatment|Change in joint space width compared to the baseline at 3 months and 6 months after treatment|Change in mechanical axis, anatomical axis compared to the baseline at 3 months and 6 months after treatment"
1513,1,Vancouver Scar Scale score|Erythema|Pigmentation|Scar Thickness and Uniformity|Subject's satisfaction
1514,1,Change of serum thyroglobulin level|Change of serum free T4 level|Change of serum TSH level|Change of anti-thyroglobulin level|Urinary exosomal NT-proBNP detection|2-D Cardiac Doppler ultrasonography evaluation
1515,1,Number of participants experiencing drug-related adverse events|Changes from baseline in circulating FIX activity (IU/dL or % normal)
1516,1,"Substudy 1: Overall response rate (ORR)|Substudy 2: Overall response rate (ORR) as assessed by central independent review|Substudy 1 and 2: Time to response|Substudy 1 and 2: Duration of response (DOR)|Substudy 1 and 2: Disease control rate (DCR)|Substudy 1 and 2: Progression free survival (PFS)|Substudy 1 and 2: Frequency of adverse events (AEs), serious adverse events (SAEs) and AEs of special interest (AESI) according to severity|Substudy 1 and 2: Number of participants with replication competent lentivirus (RCL)|Substudy 1 and 2: Number of participants with insertional oncogenesis (IO)|Substudy 2: Number of participants with clinically significant changes in hematology, clinical chemistry and urinalysis parameters|Substudy 1 and 2: Maximum transgene expansion (Cmax) of letetresgene autoleucel|Substudy 1 and 2: Time to Cmax (Tmax) of letetresgene autoleucel|Substudy 1 and 2: Area under the concentration/persistence time curve from zero to time t (AUC[0-t]) of letetresgene autoleucel|Substudy 2: Overall response rate (ORR) as determined by the local investigators|Substudy 2: Overall Survival (OS)|Substudy 2: Number of participants with positive anti-drug antibodies (ADA) and titers of ADA against letetresgene autoleucel"
1517,1,The number of donors needed to obtain 3 BM harvest.
1518,1,Number of patients alive without major amputation|Number of patients alive without critical limb ischemia|New vessels|Blood flow|Wound surface reduction|Ulcer healing|Pain reduction|Wound infection|Immuno measures in blood sample|Immuno measures in vitro
1519,1,Adverse birth outcomes in pregnant women vaccinated with RIV4 versus IIV4|Preterm birth after RIV4 versus IIV4 vaccination|Combined fetal and neonatal death after RIV4 versus IIV4 vaccination|Spontaneous abortion after RIV4 versus IIV4 vaccination|Pregnant women with moderate/severe solicited reactogenicity events (local and systemic) within 8 days after vaccination with RIV4 versus IIV4
1520,1,Characterize the level of proliferation of organoids
1521,1,"The primary safety endpoint in this study is; safety parameters include adverse events, hypoglycemia and allergic reactions|Delta-change of C-peptide AreaUnder the Curve (AUC) (0-120 min) for Mixed Meal Tolerance Test (MMTT) at day 372 following WJMSC infusion when compared to test performed before start of treatment.|Number of patients insulin independent (ADA criteria) at day 372.|Number of patients with daily insulin needs <0.25U/kg at day 372.|HbA1c at day 372|Glucose variability (mean amplitude of glycaemic excursions and glycaemic lability index) duration derived from the continuous glucose monitoring system® at day 372|Delta change of levels of fasting C-peptide at day 372 when compared to test before start of treatment|Numbers of patients with peak C-peptide >0.20 nmol/l, in response to the MMTT, at day 372."
1522,1,Proteomic profiles issued from cerebrospinal fluid at diagnosis|Cytology of cerebrospinal fluid at diagnosis|Proteomic profiles issued from cerebrospinal fluid|Histological subtype|Hormonal receptors status|Likehood of leptomeningeal metastasis according to the EANO-ESMO classification.|Overall survival|Proteomic profiles issued from blood
